frequency,raw,error,smoothed,error_smoothed,equalization,equalized_raw,equalized_smoothed,target
13009.01,-11.38,-1.64,-11.38,-1.64,1.64,-9.74,-9.74,-9.74
13139.10,-11.50,-1.76,-11.50,-1.76,1.76,-9.74,-9.74,-9.74
13270.49,-11.61,-1.87,-11.61,-1.87,1.87,-9.74,-9.74,-9.74
13403.20,-11.75,-2.01,-11.75,-2.01,2.01,-9.74,-9.74,-9.74
13537.23,-11.79,-2.05,-11.79,-2.05,2.05,-9.74,-9.74,-9.74
13672.60,-11.84,-2.10,-11.84,-2.10,2.10,-9.74,-9.74,-9.74
13809.33,-11.87,-2.13,-11.87,-2.13,2.13,-9.74,-9.74,-9.74
13947.42,-11.85,-2.11,-11.85,-2.11,2.11,-9.74,-9.74,-9.74
14086.90,-11.82,-2.08,-11.82,-2.08,2.08,-9.74,-9.74,-9.74
14227.77,-11.79,-2.05,-11.79,-2.05,2.05,-9.74,-9.74,-9.74
14370.04,-11.74,-2.00,-11.74,-2.00,2.00,-9.74,-9.74,-9.74
14513.74,-11.72,-1.98,-11.72,-1.98,1.98,-9.74,-9.74,-9.74
14658.88,-11.79,-2.05,-11.79,-2.05,2.05,-9.74,-9.74,-9.74
14805.47,-11.92,-2.18,-11.92,-2.18,2.18,-9.74,-9.74,-9.74
14953.52,-12.11,-2.37,-12.11,-2.37,2.37,-9.74,-9.74,-9.74
15103.06,-12.38,-2.64,-12.38,-2.64,2.64,-9.74,-9.74,-9.74
15254.09,-12.64,-2.90,-12.64,-2.90,2.90,-9.74,-9.74,-9.74
15406.63,-12.80,-3.06,-12.80,-3.06,3.06,-9.74,-9.74,-9.74
15560.70,-13.01,-3.27,-13.01,-3.27,3.27,-9.74,-9.74,-9.74
15716.30,-13.28,-3.54,-13.28,-3.54,3.54,-9.74,-9.74,-9.74
15873.47,-13.58,-3.84,-13.58,-3.84,3.84,-9.74,-9.74,-9.74
16032.20,-13.85,-4.11,-13.85,-4.11,4.11,-9.74,-9.74,-9.74
16192.52,-14.14,-4.40,-14.14,-4.40,4.40,-9.74,-9.74,-9.74
16354.45,-14.49,-4.75,-14.49,-4.75,4.75,-9.74,-9.74,-9.74
16517.99,-14.50,-4.76,-14.50,-4.76,4.76,-9.74,-9.74,-9.74
16683.17,-14.03,-4.29,-14.03,-4.29,4.29,-9.74,-9.74,-9.74
16850.01,-13.60,-3.86,-13.60,-3.86,3.86,-9.74,-9.74,-9.74
17018.51,-13.20,-3.46,-13.20,-3.46,3.46,-9.74,-9.74,-9.74
17188.69,-12.78,-3.04,-12.78,-3.04,3.04,-9.74,-9.74,-9.74
17360.58,-12.32,-2.58,-12.32,-2.58,2.58,-9.74,-9.74,-9.74
17534.18,-11.80,-2.06,-11.80,-2.06,2.06,-9.74,-9.74,-9.74
17709.53,-11.26,-1.52,-11.26,-1.52,1.52,-9.74,-9.74,-9.74
17886.62,-10.79,-1.05,-10.79,-1.05,1.05,-9.74,-9.74,-9.74
18065.49,-10.41,-0.67,-10.41,-0.67,0.67,-9.74,-9.74,-9.74
18246.14,-10.14,-0.40,-10.14,-0.40,0.40,-9.74,-9.74,-9.74
18428.60,-9.90,-0.16,-9.90,-0.16,0.16,-9.74,-9.74,-9.74
18612.89,-9.46,0.28,-9.46,0.28,-0.28,-9.74,-9.74,-9.74
18799.02,-8.93,0.81,-8.93,0.81,-0.81,-9.74,-9.74,-9.74
18987.01,-8.52,1.22,-8.52,1.22,-1.22,-9.74,-9.74,-9.74
19176.88,-8.18,1.56,-8.18,1.56,-1.56,-9.74,-9.74,-9.74
19368.65,-7.76,1.98,-7.76,1.98,-1.98,-9.74,-9.74,-9.74
19562.33,-7.39,2.35,-7.39,2.35,-2.35,-9.74,-9.74,-9.74
19757.96,-6.95,2.79,-6.95,2.79,-2.79,-9.74,-9.74,-9.74
19955.54,-6.62,3.12,-6.62,3.12,-3.12,-9.74,-9.74,-9.74
20155.09,-6.29,3.45,-6.29,3.45,-3.45,-9.74,-9.74,-9.74
20356.64,-5.96,3.78,-5.96,3.78,-3.78,-9.74,-9.74,-9.74
20560.21,-5.63,4.11,-5.63,4.11,-4.11,-9.74,-9.74,-9.74
20765.81,-5.30,4.44,-5.30,4.44,-4.44,-9.74,-9.74,-9.74
20973.47,-4.97,4.77,-4.97,4.77,-4.77,-9.74,-9.74,-9.74
21183.20,-4.64,5.10,-4.64,5.10,-5.10,-9.74,-9.74,-9.74
21395.04,-4.31,5.43,-4.31,5.43,-5.43,-9.74,-9.74,-9.74
21608.99,-3.98,5.76,-3.98,5.76,-5.76,-9.74,-9.74,-9.74
21825.08,-3.65,6.09,-3.65,6.09,-6.09,-9.74,-9.74,-9.74
